Work,KL1,KD0,KD2,CL1,CD0,CD2_theta,(L/D)_max,AOA_max (deg),CL,CD,Wing Area (S),Span (b),Chord (c)
Synth_552,108.5587927326655,6.479896450188614,225.84739691904653,0.8685,0.0518,1.8068,1.42,9.71,0.1471,0.1037,0.0544,0.571,0.095
Synth_553,169.3633438598246,3.312969255693328,75.77772372951294,1.3549,0.0265,0.6062,5.34,11.98,0.2833,0.053,0.0282,0.412,0.069
Synth_554,283.99925550646753,3.0291226229292136,97.3191751642824,2.272,0.0242,0.7786,8.27,10.11,0.4008,0.0485,0.02,0.346,0.058
Synth_555,134.86760250212365,3.192899063992976,462.6714349118854,1.0789,0.0255,3.7014,1.75,4.76,0.0896,0.0511,0.0893,0.732,0.122
Synth_556,88.9735331474174,5.469222704854312,92.94852544190078,0.7118,0.0438,0.7436,1.97,13.9,0.1727,0.0875,0.0463,0.527,0.088
Synth_557,299.2178035008012,5.330398861476146,180.8969397579419,2.3937,0.0426,1.4472,4.82,9.84,0.4109,0.0853,0.0195,0.342,0.057
Synth_558,206.763727945772,4.299642850423387,386.9577554617242,1.6541,0.0344,3.0957,2.53,6.04,0.1744,0.0688,0.0459,0.525,0.087
Synth_559,91.95208139261578,5.842679184253005,108.6999496257445,0.7356,0.0467,0.8696,1.82,13.28,0.1705,0.0935,0.0469,0.531,0.088
Synth_560,265.3432430878513,5.061568050919819,545.7443372192547,2.1227,0.0405,4.366,2.52,5.52,0.2044,0.081,0.0391,0.485,0.081
Synth_561,209.4657380679758,5.8343757560846985,283.643381727157,1.6757,0.0467,2.2691,2.57,8.22,0.2403,0.0934,0.0333,0.447,0.074
Synth_562,122.72910318929608,5.235670690193326,71.93366656113842,0.9818,0.0419,0.5755,3.16,15.46,0.2649,0.0838,0.0302,0.426,0.071
Synth_563,281.6619249299182,3.2598706355228937,99.56731511175732,2.2533,0.0261,0.7965,7.82,10.37,0.4077,0.0522,0.0196,0.343,0.057
Synth_564,157.985977709951,4.255353652676147,125.62942836871156,1.2639,0.034,1.005,3.42,10.54,0.2326,0.0681,0.0344,0.454,0.076
Synth_565,247.0772439295525,5.114879627705288,322.82029122106536,1.9766,0.0409,2.5826,3.04,7.21,0.2488,0.0818,0.0322,0.439,0.073
Synth_566,311.05172005400107,4.829532794847698,511.5868327656343,2.4884,0.0386,4.0927,3.13,5.57,0.2418,0.0773,0.0331,0.446,0.074
Synth_567,282.9781211072809,5.289838591274707,150.4953942087047,2.2638,0.0423,1.204,5.01,10.74,0.4244,0.0846,0.0188,0.336,0.056
Synth_568,175.2755378446259,4.49942974499485,156.50845964541426,1.4022,0.036,1.2521,3.3,9.71,0.2378,0.072,0.0336,0.449,0.075
Synth_569,161.1705186733063,2.066018020069211,449.47827011459816,1.2894,0.0165,3.5958,2.64,3.88,0.0874,0.0331,0.0915,0.741,0.124
Synth_570,156.90328594803236,5.74150740359956,534.8232984079368,1.2552,0.0459,4.2786,1.42,5.94,0.1301,0.0919,0.0615,0.608,0.101
Synth_571,133.67871069275574,3.308638891964761,208.58355926397937,1.0694,0.0265,1.6687,2.54,7.22,0.1347,0.0529,0.0594,0.597,0.099
Synth_572,237.82476846624613,4.968225903025859,46.33278387735341,1.9026,0.0397,0.3707,7.84,18.76,0.623,0.0795,0.0128,0.278,0.046
Synth_573,259.1902389240294,2.308245864348419,252.79179814686572,2.0735,0.0185,2.0223,5.36,5.47,0.1981,0.0369,0.0404,0.492,0.082
Synth_574,217.2111755931228,3.3918663583908413,511.4545191944171,1.7377,0.0271,4.0916,2.61,4.67,0.1415,0.0543,0.0565,0.582,0.097
Synth_575,74.6206098566097,5.989036203236247,122.2925396248634,0.597,0.0479,0.9783,1.38,12.68,0.1321,0.0958,0.0606,0.603,0.1
Synth_576,108.96210798947992,2.9204696634890404,315.5081917868165,0.8717,0.0234,2.5241,1.79,5.51,0.0839,0.0467,0.0954,0.757,0.126
Synth_577,86.03055956610608,3.4549630839834418,344.26838153111146,0.6882,0.0276,2.7541,1.25,5.74,0.0689,0.0553,0.116,0.834,0.139
Synth_578,160.0003449795646,2.757165793545878,517.1385404467333,1.28,0.0221,4.1371,2.12,4.18,0.0935,0.0441,0.0856,0.717,0.119
Synth_579,97.6880499642774,4.700238599421779,49.9537698107352,0.7815,0.0376,0.3996,3.19,17.58,0.2397,0.0752,0.0334,0.447,0.075
Synth_580,160.88126272450728,3.9450251932718183,521.8402323632016,1.2871,0.0316,4.1747,1.77,4.98,0.1119,0.0631,0.0715,0.655,0.109
Synth_581,241.88753217207835,2.4297339107431126,462.52140744222254,1.9351,0.0194,3.7002,3.61,4.15,0.1403,0.0389,0.057,0.585,0.098
Synth_582,127.04149962596968,4.2990418336854255,575.7964319002274,1.0163,0.0344,4.6064,1.28,4.95,0.0878,0.0688,0.0911,0.739,0.123
Synth_583,244.82301131721616,3.1400316327754765,303.21801030919545,1.9586,0.0251,2.4257,3.97,5.83,0.1993,0.0502,0.0401,0.491,0.082
Synth_584,219.05937262330477,3.717791305826205,214.4234347619181,1.7525,0.0297,1.7154,3.88,7.54,0.2308,0.0595,0.0347,0.456,0.076
Synth_585,240.2420998077551,3.949169448189309,141.96545564181164,1.9219,0.0316,1.1357,5.07,9.56,0.3206,0.0632,0.025,0.387,0.064
Synth_586,93.90156098484896,2.148674419214472,550.5272468562142,0.7512,0.0172,4.4042,1.37,3.58,0.0469,0.0344,0.1705,1.011,0.169
Synth_587,287.1821734767416,2.094197877409026,101.85698818522395,2.2975,0.0168,0.8149,9.83,8.22,0.3294,0.0335,0.0243,0.382,0.064
Synth_588,201.40555461318695,1.523595567522639,57.33408758693858,1.6112,0.0122,0.4587,10.77,9.34,0.2627,0.0244,0.0305,0.427,0.071
Synth_589,207.6040150071536,3.954452397787224,285.6712570531123,1.6608,0.0316,2.2854,3.09,6.74,0.1954,0.0633,0.0409,0.496,0.083
Synth_590,223.4944325132601,2.389919760719037,73.9315753761183,1.788,0.0191,0.5915,8.41,10.3,0.3215,0.0382,0.0249,0.386,0.064
Synth_591,200.07153900917,1.764290186037226,40.941943251181634,1.6006,0.0141,0.3275,11.77,11.89,0.3323,0.0282,0.0241,0.38,0.063
Synth_592,263.0530671030272,4.336886178339182,530.9472227868266,2.1044,0.0347,4.2476,2.74,5.18,0.1902,0.0694,0.0421,0.502,0.084
Synth_593,77.59377165585254,1.530565380228439,471.47279820277794,0.6208,0.0122,3.7718,1.44,3.26,0.0354,0.0245,0.2262,1.165,0.194
Synth_594,180.72162704992417,4.446842951905241,456.9373578499681,1.4458,0.0356,3.6555,2.0,5.65,0.1426,0.0711,0.0561,0.58,0.097
Synth_595,256.14621808660115,2.9247655904226253,246.525440411158,2.0492,0.0234,1.9722,4.77,6.24,0.2232,0.0468,0.0358,0.464,0.077
Synth_596,227.9416082560682,4.034934330702155,481.2769515706495,1.8235,0.0323,3.8502,2.59,5.25,0.167,0.0646,0.0479,0.536,0.089
Synth_597,126.26691331982072,5.2407241564278575,63.24956845624503,1.0101,0.0419,0.506,3.47,16.49,0.2908,0.0839,0.0275,0.406,0.068
Synth_598,233.6142294924902,6.133178734876781,273.06996622882,1.8689,0.0491,2.1846,2.85,8.59,0.2801,0.0981,0.0286,0.414,0.069
Synth_599,148.38191643264824,3.527505764539025,200.0073808042114,1.1871,0.0282,1.6001,2.79,7.61,0.1576,0.0564,0.0507,0.552,0.092
Synth_600,145.1981879364669,4.242997942982417,408.1332061336726,1.1616,0.0339,3.2651,1.74,5.84,0.1184,0.0679,0.0675,0.637,0.106
Synth_601,292.12455930409465,5.34445018790566,179.93688504010674,2.337,0.0428,1.4395,4.71,9.87,0.4028,0.0855,0.0199,0.345,0.058
Synth_602,288.5732505238504,2.443273418795187,218.31461370369965,2.3086,0.0195,1.7465,6.25,6.06,0.2442,0.0391,0.0328,0.443,0.074
Synth_603,161.04494924590006,5.312835860128451,589.6964394635638,1.2884,0.0425,4.7176,1.44,5.44,0.1223,0.085,0.0654,0.627,0.104
Synth_604,290.2909451345935,2.9337869589249768,550.616370463303,2.3223,0.0235,4.4049,3.61,4.18,0.1695,0.0469,0.0472,0.532,0.089
Synth_605,118.22608053233154,4.01502903422763,361.6412053203815,0.9458,0.0321,2.8931,1.55,6.04,0.0997,0.0642,0.0803,0.694,0.116
Synth_606,281.41436042677515,2.91579491455425,135.4264017618891,2.2513,0.0233,1.0834,7.08,8.41,0.3303,0.0467,0.0242,0.381,0.064
Synth_607,148.1953445284031,6.393227967002257,564.3567649735625,1.1856,0.0511,4.5149,1.23,6.1,0.1262,0.1023,0.0634,0.617,0.103
Synth_608,111.28900655852031,3.094825650224201,394.9340687988439,0.8903,0.0248,3.1595,1.59,5.07,0.0788,0.0495,0.1015,0.78,0.13
Synth_609,119.12428652434508,2.6757354745146644,195.81383532396816,0.953,0.0214,1.5665,2.6,6.7,0.1114,0.0428,0.0718,0.656,0.109
Synth_610,317.55937228288667,1.7514297384888993,346.0150937772023,2.5405,0.014,2.7681,6.45,4.08,0.1807,0.028,0.0443,0.515,0.086
Synth_611,177.9535027011337,5.325067992700976,392.4384141993728,1.4236,0.0426,3.1395,1.95,6.67,0.1658,0.0852,0.0482,0.538,0.09
Synth_612,180.83149988119013,2.912079239227741,411.770680823635,1.4467,0.0233,3.2942,2.61,4.82,0.1217,0.0466,0.0658,0.628,0.105
Synth_613,257.9609458069319,4.147217091287635,277.1279757498984,2.0637,0.0332,2.217,3.8,7.01,0.2525,0.0664,0.0317,0.436,0.073
Synth_614,263.6251710456604,2.1403359300006475,311.0310100118133,2.109,0.0171,2.4882,5.11,4.75,0.175,0.0342,0.0457,0.524,0.087
Synth_615,209.30425139479496,3.564920039598697,150.58919929240523,1.6744,0.0285,1.2047,4.52,8.82,0.2576,0.057,0.0311,0.432,0.072
Synth_616,169.9324878069679,2.7440937188203,49.10492656630141,1.3595,0.022,0.3928,7.32,13.54,0.3214,0.0439,0.0249,0.386,0.064
Synth_617,72.74867275835366,3.056044736836923,321.8349707154614,0.582,0.0244,2.5747,1.16,5.58,0.0567,0.0489,0.1411,0.92,0.153
Synth_618,214.1015457509045,6.322323127419312,595.5982561476094,1.7128,0.0506,4.7648,1.74,5.9,0.1765,0.1012,0.0453,0.522,0.087
Synth_619,205.1240447383705,6.346195045233227,571.4179777148651,1.641,0.0508,4.5713,1.7,6.04,0.1729,0.1015,0.0463,0.527,0.088
Synth_620,217.07342916265875,3.659775078358208,240.6078812125968,1.7366,0.0293,1.9249,3.66,7.07,0.2142,0.0586,0.0374,0.473,0.079
Synth_621,213.40724415858816,4.641780587723775,273.7661168067263,1.7073,0.0371,2.1901,2.99,7.46,0.2223,0.0743,0.036,0.465,0.077
Synth_622,176.9475158985736,3.0845481579011973,274.6643740618424,1.4156,0.0247,2.1973,3.04,6.07,0.15,0.0494,0.0533,0.566,0.094
Synth_623,193.9372838182315,5.997383706969902,470.9082737209485,1.5515,0.048,3.7673,1.82,6.47,0.1751,0.096,0.0457,0.524,0.087
Synth_624,213.9966763071872,3.7890785596910392,421.77554043036014,1.712,0.0303,3.3742,2.68,5.43,0.1623,0.0606,0.0493,0.544,0.091
Synth_625,148.90144628752063,2.02487321004676,488.5661247629959,1.1912,0.0162,3.9085,2.37,3.69,0.0767,0.0324,0.1043,0.791,0.132
Synth_626,98.15402126398342,3.4451946088389875,560.5067936429025,0.7852,0.0276,4.4841,1.12,4.49,0.0616,0.0551,0.1299,0.883,0.147
Synth_627,89.38603550437759,2.889969546131576,401.7289473149252,0.7151,0.0231,3.2138,1.31,4.86,0.0607,0.0462,0.1319,0.89,0.148
Synth_628,206.1262306321558,5.594605780064188,369.4394996707498,1.649,0.0448,2.9555,2.27,7.05,0.2029,0.0895,0.0394,0.486,0.081
Synth_629,313.3398313530079,3.9331438409300175,114.85030752368802,2.5067,0.0315,0.9188,7.37,10.6,0.4639,0.0629,0.0172,0.322,0.054
Synth_630,252.5185747803896,1.8019849940727404,157.8021720892108,2.0201,0.0144,1.2624,7.49,6.12,0.2159,0.0288,0.0371,0.472,0.079
Synth_631,271.9723327320629,5.2515123947234,346.79025739741707,2.1758,0.042,2.7743,3.19,7.05,0.2677,0.084,0.0299,0.423,0.071
Synth_632,215.01748402480743,3.2728407005120275,347.03525074230777,1.7201,0.0262,2.7763,3.19,5.56,0.167,0.0524,0.0479,0.536,0.089
Synth_633,214.86056238637173,2.7726230040896573,256.9721540918867,1.7189,0.0222,2.0558,4.02,5.95,0.1785,0.0444,0.0448,0.518,0.086
Synth_634,247.84337001293807,5.213490131454387,164.37910662437713,1.9827,0.0417,1.315,4.23,10.2,0.3531,0.0834,0.0227,0.369,0.061
Synth_635,204.88205203825655,4.5943514059629855,170.14989254439288,1.6391,0.0368,1.3612,3.66,9.41,0.2693,0.0735,0.0297,0.422,0.07
Synth_636,163.77925756315233,6.09283382578682,222.20759716265135,1.3102,0.0487,1.7777,2.23,9.49,0.217,0.0975,0.0369,0.47,0.078
Synth_637,305.6227558245632,4.096396080759618,583.9332800817602,2.445,0.0328,4.6715,3.12,4.8,0.2048,0.0655,0.0391,0.484,0.081
Synth_638,151.77966213497146,3.982803026401879,467.47629269475226,1.2142,0.0319,3.7398,1.76,5.29,0.1121,0.0637,0.0714,0.654,0.109
Synth_639,130.33136827932591,1.8306819681219288,54.89427462651015,1.0427,0.0146,0.4392,6.5,10.46,0.1904,0.0293,0.042,0.502,0.084
Synth_640,253.67207783264564,4.944491709011665,156.35024579506418,2.0294,0.0396,1.2508,4.56,10.19,0.3609,0.0791,0.0222,0.365,0.061
Synth_641,77.2438184643103,5.1730504156199455,367.9341495800186,0.618,0.0414,2.9435,0.89,6.79,0.0733,0.0828,0.1092,0.809,0.135
Synth_642,205.64632522011647,2.382650722968355,178.64578111976056,1.6452,0.0191,1.4292,4.98,6.62,0.19,0.0381,0.0421,0.503,0.084
Synth_643,73.98072957592072,6.00389424973007,392.0649574151956,0.5918,0.048,3.1365,0.76,7.09,0.0732,0.0961,0.1092,0.81,0.135
Synth_644,244.20253735330448,1.8994208634726129,175.8869074035866,1.9536,0.0152,1.4071,6.68,5.95,0.203,0.0304,0.0394,0.486,0.081
Synth_645,268.6043322832826,6.260075785117452,173.17472079166285,2.1488,0.0501,1.3854,4.08,10.89,0.4086,0.1002,0.0196,0.343,0.057
Synth_646,166.39939591250018,2.126859418081407,244.46589879837947,1.3312,0.017,1.9557,3.65,5.34,0.1242,0.034,0.0644,0.622,0.104
Synth_647,256.0894575504978,4.237658017303488,226.5524243138957,2.0487,0.0339,1.8124,4.13,7.84,0.2802,0.0678,0.0286,0.414,0.069
Synth_648,257.89616382593374,4.6560523755280805,50.06831888558269,2.0632,0.0372,0.4005,8.45,17.47,0.6292,0.0745,0.0127,0.276,0.046
Synth_649,160.74562965556018,5.512222695363953,379.0270211927938,1.286,0.0441,3.0322,1.76,6.91,0.1551,0.0882,0.0516,0.556,0.093
Synth_650,258.5267538189906,1.916295904414189,214.9001756132617,2.0682,0.0153,1.7192,6.37,5.41,0.1953,0.0307,0.041,0.496,0.083
Synth_651,308.00046844617043,5.69948238205033,537.4460985202475,2.464,0.0456,4.2996,2.78,5.9,0.2537,0.0912,0.0315,0.435,0.072
Synth_652,269.7088673350921,3.754483044845334,156.35230061705246,2.1577,0.03,1.2508,5.57,8.88,0.3344,0.0601,0.0239,0.379,0.063
Synth_653,85.5994465608563,2.8746101143148284,579.624496401529,0.6848,0.023,4.637,1.05,4.03,0.0482,0.046,0.1659,0.998,0.166
Synth_654,93.50256795921044,3.603607644311953,264.0806494008485,0.748,0.0288,2.1126,1.52,6.69,0.0874,0.0577,0.0916,0.741,0.124
Synth_655,190.72709558360168,6.019893729043437,370.1597901682344,1.5258,0.0482,2.9613,2.02,7.31,0.1946,0.0963,0.0411,0.497,0.083
Synth_656,278.4645177067348,4.158245441047642,359.0979898603905,2.2277,0.0333,2.8728,3.6,6.17,0.2397,0.0665,0.0334,0.447,0.075
Synth_657,119.877871818518,4.550242521084769,169.12559651354263,0.959,0.0364,1.353,2.16,9.4,0.1573,0.0728,0.0509,0.552,0.092
Synth_658,97.22075171900592,2.642021495361381,129.87118951008569,0.7778,0.0211,1.039,2.62,8.17,0.1109,0.0423,0.0721,0.658,0.11
Synth_659,73.2344182237018,2.5530984971547146,93.275642199842,0.5859,0.0204,0.7462,2.37,9.48,0.0969,0.0408,0.0825,0.704,0.117
Synth_660,251.14284572977945,5.588213662631893,468.819221706314,2.0091,0.0447,3.7506,2.45,6.26,0.2194,0.0894,0.0365,0.468,0.078
Synth_661,113.63939404669937,6.422686787782185,472.0682608985878,0.9091,0.0514,3.7765,1.03,6.68,0.106,0.1028,0.0754,0.673,0.112
Synth_662,99.902635691177,5.844167588414285,535.4613628214282,0.7992,0.0468,4.2837,0.89,5.99,0.0835,0.0935,0.0958,0.758,0.126
Synth_663,310.3310890184431,6.409019148297849,388.1790832077808,2.4826,0.0513,3.1054,3.11,7.36,0.319,0.1025,0.0251,0.388,0.065
Synth_664,235.20566631924703,4.258158603789916,563.7008061307454,1.8816,0.0341,4.5096,2.4,4.98,0.1635,0.0681,0.0489,0.542,0.09
Synth_665,220.51468911819632,3.612385782159039,594.8943567100624,1.7641,0.0289,4.7592,2.38,4.46,0.1375,0.0578,0.0582,0.591,0.098
Synth_666,91.13414163110735,3.0816088929585903,465.94404483782137,0.7291,0.0247,3.7276,1.2,4.66,0.0593,0.0493,0.1349,0.9,0.15
Synth_667,283.63336737447355,5.409178639213208,168.11278554401983,2.2691,0.0433,1.3449,4.7,10.28,0.407,0.0865,0.0197,0.343,0.057
Synth_668,258.4340135191129,2.012758208618113,520.7259638906519,2.0675,0.0161,4.1658,3.99,3.56,0.1285,0.0322,0.0622,0.611,0.102
Synth_669,136.25412592605574,5.9305521231077,473.8921868343552,1.09,0.0474,3.7911,1.29,6.41,0.1219,0.0949,0.0656,0.627,0.105
Synth_670,115.2173563501014,4.974676752657139,204.6290803715766,0.9217,0.0398,1.637,1.81,8.93,0.1437,0.0796,0.0557,0.578,0.096
Synth_671,279.6263650614419,5.2444020399410025,402.4174888446242,2.237,0.042,3.2193,3.04,6.54,0.2554,0.0839,0.0313,0.434,0.072
Synth_672,299.70861909864755,3.343738376241124,176.26249054529515,2.3977,0.0267,1.4101,6.17,7.89,0.3302,0.0535,0.0242,0.381,0.064
Synth_673,292.99396351098414,3.265781448668449,431.8097600615974,2.344,0.0261,3.4545,3.9,4.98,0.2038,0.0523,0.0392,0.485,0.081
Synth_674,95.78699129890803,5.093221186544026,86.87882635177141,0.7663,0.0407,0.695,2.28,13.87,0.1855,0.0815,0.0431,0.509,0.085
Synth_675,211.39561901281849,3.2621384129475155,330.68752902743904,1.6912,0.0261,2.6455,3.22,5.69,0.168,0.0522,0.0476,0.535,0.089
Synth_676,157.07427483706363,5.805748600468641,365.86027273029936,1.2566,0.0464,2.9269,1.7,7.22,0.1583,0.0929,0.0505,0.551,0.092
Synth_677,265.03354440956764,4.813039930190369,477.3490577642526,2.1203,0.0385,3.8188,2.76,5.75,0.2129,0.077,0.0376,0.475,0.079
Synth_678,237.50757179268632,5.299290787906709,157.86772422738517,1.9001,0.0424,1.2629,4.11,10.5,0.3481,0.0848,0.023,0.371,0.062
Synth_679,274.1469434360366,5.86614047607277,123.71221615238892,2.1932,0.0469,0.9897,5.09,12.48,0.4776,0.0939,0.0168,0.317,0.053
Synth_680,311.0121966907573,4.299341239773029,552.5384980128553,2.4881,0.0344,4.4203,3.19,5.05,0.2195,0.0688,0.0365,0.468,0.078
Synth_681,105.16352044294818,2.8783833422741747,41.32011874628639,0.8413,0.023,0.3306,4.82,15.12,0.222,0.0461,0.036,0.465,0.077
Synth_682,311.45500754793875,1.790453703318596,228.5575800960447,2.4916,0.0143,1.8285,7.7,5.07,0.2205,0.0286,0.0363,0.467,0.078
Synth_683,293.7047083814639,5.349510662003272,352.6434093425352,2.3496,0.0428,2.8211,3.38,7.06,0.2894,0.0856,0.0276,0.407,0.068
Synth_684,155.20598626120716,2.7730209081592547,231.40641927682893,1.2416,0.0222,1.8513,3.06,6.27,0.1359,0.0444,0.0589,0.594,0.099
Synth_685,270.9984498715846,5.504601190044756,94.97141013616316,2.168,0.044,0.7598,5.93,13.79,0.5219,0.0881,0.0153,0.303,0.051
Synth_686,120.91656713067258,5.2380295232457925,571.6352196794562,0.9673,0.0419,4.5731,1.1,5.48,0.0926,0.0838,0.0864,0.72,0.12
Synth_687,212.43720421324377,1.9136691306474485,281.5346450197477,1.6995,0.0153,2.2523,4.58,4.72,0.1401,0.0306,0.0571,0.585,0.098
Synth_688,286.6871291736141,6.485251809127504,213.73243052820223,2.2935,0.0519,1.7099,3.85,9.98,0.3995,0.1038,0.02,0.347,0.058
Synth_689,263.0555508878751,3.162306497977402,326.23256131273445,2.1044,0.0253,2.6099,4.09,5.64,0.2072,0.0506,0.0386,0.481,0.08
Synth_690,250.3957958521163,2.25280765411552,479.7614461646595,2.0032,0.018,3.8381,3.81,3.93,0.1373,0.036,0.0583,0.591,0.099
Synth_691,295.2701087056114,6.367223738564842,118.14406391276802,2.3622,0.0509,0.9452,5.38,13.3,0.5484,0.1019,0.0146,0.296,0.049
Synth_692,192.2634209603246,4.376090452955156,187.3542719152527,1.5381,0.035,1.4988,3.36,8.76,0.2351,0.07,0.034,0.452,0.075
Synth_693,266.9574339794508,2.712618267593486,66.96355569778596,2.1357,0.0217,0.5357,9.9,11.53,0.4298,0.0434,0.0186,0.334,0.056
Synth_694,163.39567713562374,6.460769455879434,578.8382063972549,1.3072,0.0517,4.6307,1.34,6.05,0.1381,0.1034,0.0579,0.59,0.098
Synth_695,127.00724393255508,1.7215109166896068,515.5849938189,1.0161,0.0138,4.1247,2.13,3.31,0.0587,0.0275,0.1363,0.904,0.151
Synth_696,135.75604061568146,2.6891027146024182,139.7195309336536,1.086,0.0215,1.1178,3.5,7.95,0.1507,0.043,0.0531,0.564,0.094
Synth_697,97.12305837216375,1.6940545512307783,218.7331172252424,0.777,0.0136,1.7499,2.52,5.04,0.0684,0.0271,0.117,0.838,0.14
Synth_698,213.99555541609584,2.406576527768983,531.9529030294902,1.712,0.0193,4.2556,2.99,3.85,0.1151,0.0385,0.0695,0.646,0.108
Synth_699,97.94174393668786,5.79023268556149,584.4209686926906,0.7835,0.0463,4.6754,0.84,5.7,0.078,0.0926,0.1026,0.785,0.131
Synth_700,219.5452216453413,4.622946249615933,376.52166448090486,1.7564,0.037,3.0122,2.63,6.35,0.1946,0.074,0.0411,0.497,0.083
Synth_701,239.75216488115987,5.86102787242059,258.31458985203244,1.918,0.0469,2.0665,3.08,8.63,0.2889,0.0938,0.0277,0.408,0.068
Synth_702,151.63654357427433,1.863528047448052,240.0549285807351,1.2131,0.0149,1.9204,3.58,5.05,0.1069,0.0298,0.0748,0.67,0.112
Synth_703,114.24689846453832,1.896194702938577,209.29770817893424,0.914,0.0152,1.6744,2.87,5.45,0.087,0.0303,0.092,0.743,0.124
Synth_704,127.93791484493764,4.125458918439991,164.30373719551142,1.0235,0.033,1.3144,2.46,9.08,0.1622,0.066,0.0493,0.544,0.091
Synth_705,93.11609998501773,2.2171276497175105,551.7708207932399,0.7449,0.0177,4.4142,1.33,3.63,0.0472,0.0355,0.1694,1.008,0.168
Synth_706,159.4947212834143,2.7492344344570623,76.97184767062963,1.276,0.022,0.6158,5.48,10.83,0.2411,0.044,0.0332,0.446,0.074
Synth_707,105.52504256088751,3.468629888415607,524.3236520161879,0.8442,0.0277,4.1946,1.24,4.66,0.0687,0.0555,0.1165,0.836,0.139
Synth_708,180.5897566386502,2.7237585898709487,401.3302836514056,1.4447,0.0218,3.2106,2.73,4.72,0.119,0.0436,0.0672,0.635,0.106
Synth_709,230.47721986062243,5.446715454198202,41.94485770152455,1.8438,0.0436,0.3356,7.62,20.65,0.6644,0.0871,0.012,0.269,0.045
Synth_710,103.70748205472464,6.354759270144543,73.39211015483643,0.8297,0.0508,0.5871,2.4,16.86,0.2441,0.1017,0.0328,0.443,0.074
Synth_711,169.09771300767835,3.2237859538338034,515.190883013639,1.3528,0.0258,4.1215,2.07,4.53,0.107,0.0516,0.0748,0.67,0.112
Synth_712,211.09494394226977,1.5459279111175426,198.0507919120724,1.6888,0.0124,1.5844,6.03,5.06,0.1492,0.0247,0.0536,0.567,0.095
Synth_713,271.26006942292463,3.990883531775605,125.7642221622255,2.1701,0.0319,1.0061,6.05,10.21,0.3866,0.0639,0.0207,0.352,0.059
Synth_714,270.0157995524708,2.6915287507886645,506.3895612232456,2.1601,0.0215,4.0511,3.66,4.18,0.1575,0.0431,0.0508,0.552,0.092
Synth_715,154.74131031062248,4.911217002244953,431.5479858056271,1.2379,0.0393,3.4524,1.68,6.11,0.1321,0.0786,0.0606,0.603,0.1
Synth_716,266.647731141952,3.013780522688719,284.59232314711346,2.1332,0.0241,2.2767,4.55,5.9,0.2195,0.0482,0.0364,0.468,0.078
Synth_717,105.67653212652746,4.14582696973433,506.470980592304,0.8454,0.0332,4.0518,1.15,5.18,0.0765,0.0663,0.1046,0.792,0.132
Synth_718,160.14943965593778,6.197092170259108,328.94374500018887,1.2812,0.0496,2.6315,1.77,7.86,0.1759,0.0992,0.0455,0.522,0.087
Synth_719,94.377493954607,3.3159341514832934,322.10874536826026,0.755,0.0265,2.5769,1.44,5.81,0.0766,0.0531,0.1044,0.792,0.132
Synth_720,140.9309585865039,2.886977338296014,68.76560970976308,1.1274,0.0231,0.5501,5.0,11.74,0.231,0.0462,0.0346,0.456,0.076
Synth_721,76.30089293304323,5.769977416215507,553.2222209022541,0.6104,0.0462,4.4258,0.68,5.85,0.0623,0.0923,0.1283,0.877,0.146
Synth_722,259.582190409074,1.5549591816684314,523.302762964648,2.0767,0.0124,4.1864,4.55,3.12,0.1132,0.0249,0.0707,0.651,0.109
Synth_723,92.64747507668572,4.043995760469151,388.4423777113592,0.7412,0.0324,3.1075,1.17,5.85,0.0756,0.0647,0.1058,0.797,0.133
Synth_724,196.1082062198108,2.1345760263435007,590.9165071021363,1.5689,0.0171,4.7273,2.76,3.44,0.0943,0.0342,0.0848,0.713,0.119
Synth_725,271.1445132902637,5.252220829262363,489.8804942429758,2.1692,0.042,3.919,2.67,5.93,0.2246,0.084,0.0356,0.462,0.077
Synth_726,157.76050275073052,5.937806381149726,566.7632496646213,1.2621,0.0475,4.5341,1.36,5.86,0.1292,0.095,0.0619,0.61,0.102
Synth_727,285.29241630651927,4.161673499451657,224.52786321088007,2.2823,0.0333,1.7962,4.67,7.8,0.3107,0.0666,0.0257,0.393,0.066
Synth_728,94.8094361039261,2.263580989802163,184.99727550393263,0.7585,0.0181,1.48,2.32,6.34,0.0839,0.0362,0.0954,0.756,0.126
Synth_729,84.43387505917909,6.130384643915423,374.0103663890681,0.6755,0.049,2.9921,0.88,7.34,0.0865,0.0981,0.0925,0.745,0.124
Synth_730,125.739515943493,3.654452331729837,489.1770385749828,1.0059,0.0292,3.9134,1.49,4.95,0.0869,0.0585,0.092,0.743,0.124
Synth_731,108.59041867221968,5.824042989479858,232.9276415851098,0.8687,0.0466,1.8634,1.47,9.06,0.1374,0.0932,0.0582,0.591,0.099
Synth_732,70.7012938955262,2.9188164329209214,105.64175460275516,0.5656,0.0234,0.8451,2.01,9.52,0.094,0.0467,0.0851,0.715,0.119
Synth_733,211.8429418901552,3.946293300990432,440.0024160018757,1.6947,0.0316,3.52,2.54,5.43,0.1605,0.0631,0.0498,0.547,0.091
Synth_734,160.49810512786283,1.6767924251776272,422.3167705977591,1.284,0.0134,3.3785,3.02,3.61,0.0809,0.0268,0.0989,0.77,0.128
Synth_735,139.48515939673072,3.330348422203043,521.7881365430733,1.1159,0.0266,4.1743,1.67,4.58,0.0891,0.0533,0.0897,0.734,0.122
